FeedbackID,OrderID,CustomerID,FeedbackDate,Rating,Satisfaction,RecommendLikelihood,ProductCategory,Comments
FB00581,ORD02182,C0046,2024-08-26,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00354,ORD00112,C0281,2024-08-27,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00544,ORD00221,C0284,2024-08-28,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00034,ORD00009,C0154,2024-08-28,3,Neutral,7,Lifestyle Goods,No complaints but not impressed either.
FB00315,ORD01260,C0117,2024-08-29,3,Neutral,7,Home Appliances,No complaints but not impressed either.
FB00359,ORD02095,C0132,2024-08-29,5,Very Satisfied,10,Electronics,Great value for money.
FB00427,ORD01105,C0056,2024-08-29,5,Very Satisfied,9,Electronics,Excellent product quality! Highly recommend.
FB00386,ORD00601,C0251,2024-08-30,4,Satisfied,9,Electronics,Happy with the quality.
FB00765,ORD02483,C0221,2024-08-31,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00974,ORD01777,C0421,2024-08-31,4,Satisfied,9,Lifestyle Goods,Happy with the quality.
FB00469,ORD00922,C0353,2024-08-31,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00957,ORD01286,C0299,2024-09-02,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00293,ORD00533,C0123,2024-09-02,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00472,ORD01812,C0130,2024-09-03,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00834,ORD01160,C0120,2024-09-04,5,Very Satisfied,9,Electronics,Product exceeded my expectations.
FB00748,ORD01479,C0248,2024-09-06,2,Dissatisfied,5,Lifestyle Goods,Customer service was slow to respond.
FB00873,ORD02495,C0395,2024-09-07,4,Satisfied,8,Lifestyle Goods,"Product is fine, delivery was on time."
FB00083,ORD01715,C0109,2024-09-07,4,Satisfied,8,Lifestyle Goods,"Product is fine, delivery was on time."
FB00169,ORD01765,C0083,2024-09-07,2,Dissatisfied,5,Electronics,Delivery was delayed.
FB00021,ORD02071,C0469,2024-09-08,4,Satisfied,9,Lifestyle Goods,Satisfied with the purchase.
FB00443,ORD00648,C0451,2024-09-09,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00948,ORD01167,C0163,2024-09-10,3,Neutral,5,Lifestyle Goods,No complaints but not impressed either.
FB00545,ORD00160,C0044,2024-09-10,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00950,ORD02490,C0238,2024-09-11,1,Very Dissatisfied,3,Home Appliances,Does not work as advertised.
FB01000,ORD01557,C0359,2024-09-12,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00351,ORD01000,C0308,2024-09-12,1,Very Dissatisfied,3,Lifestyle Goods,"Waste of money, would not recommend."
FB00501,ORD01327,C0229,2024-09-12,3,Neutral,5,Electronics,"Average quality, expected more."
FB00594,ORD01792,C0277,2024-09-12,5,Very Satisfied,9,Lifestyle Goods,Fast delivery and great customer service.
FB00087,ORD00806,C0486,2024-09-14,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00963,ORD01176,C0113,2024-09-14,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00471,ORD02261,C0291,2024-09-15,4,Satisfied,7,Home Appliances,Happy with the quality.
FB00219,ORD02240,C0169,2024-09-15,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00864,ORD02329,C0452,2024-09-17,2,Dissatisfied,4,Home Appliances,Customer service was slow to respond.
FB00372,ORD02361,C0479,2024-09-20,4,Satisfied,8,Lifestyle Goods,"Good product, works as expected."
FB00101,ORD00425,C0173,2024-09-21,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00114,ORD02236,C0447,2024-09-23,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00626,ORD00165,C0227,2024-09-24,3,Neutral,7,Home Appliances,Decent product for the price.
FB00848,ORD00760,C0489,2024-09-24,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00868,ORD02188,C0421,2024-09-25,3,Neutral,6,Lifestyle Goods,No complaints but not impressed either.
FB00897,ORD00714,C0468,2024-09-27,5,Very Satisfied,9,Home Appliances,Great value for money.
FB00986,ORD02363,C0435,2024-09-27,4,Satisfied,7,Home Appliances,Happy with the quality.
FB00445,ORD01442,C0061,2024-09-28,4,Satisfied,8,Electronics,Happy with the quality.
FB00887,ORD00867,C0453,2024-09-28,3,Neutral,7,Electronics,"Average quality, expected more."
FB00858,ORD00147,C0476,2024-09-28,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00610,ORD02260,C0316,2024-09-28,4,Satisfied,8,Electronics,"Product is fine, delivery was on time."
FB00133,ORD02464,C0133,2024-09-29,4,Satisfied,8,Lifestyle Goods,"Product is fine, delivery was on time."
FB00324,ORD02054,C0174,2024-09-29,4,Satisfied,9,Lifestyle Goods,"Product is fine, delivery was on time."
FB00171,ORD01726,C0351,2024-09-30,2,Dissatisfied,3,Electronics,Delivery was delayed.
FB00953,ORD02006,C0414,2024-09-30,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00306,ORD01622,C0272,2024-10-01,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00565,ORD00449,C0215,2024-10-01,3,Neutral,6,Electronics,Decent product for the price.
FB00150,ORD02079,C0439,2024-10-02,5,Very Satisfied,9,Home Appliances,Will definitely buy again.
FB00535,ORD01143,C0126,2024-10-03,2,Dissatisfied,5,Lifestyle Goods,Delivery was delayed.
FB00125,ORD00796,C0254,2024-10-05,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00885,ORD00797,C0101,2024-10-06,5,Very Satisfied,9,Home Appliances,Fast delivery and great customer service.
FB00330,ORD00496,C0397,2024-10-07,2,Dissatisfied,3,Lifestyle Goods,Not what I expected from the description.
FB00432,ORD01610,C0316,2024-10-07,5,Very Satisfied,10,Lifestyle Goods,Best purchase I have made this year!
FB00924,ORD00864,C0095,2024-10-08,4,Satisfied,8,Electronics,"Product is fine, delivery was on time."
FB00828,ORD01439,C0311,2024-10-08,3,Neutral,7,Lifestyle Goods,It works but could be better.
FB00064,ORD02359,C0271,2024-10-09,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00901,ORD01076,C0125,2024-10-10,3,Neutral,5,Home Appliances,No complaints but not impressed either.
FB00211,ORD01935,C0050,2024-10-10,4,Satisfied,8,Home Appliances,"Good product, works as expected."
FB00297,ORD00029,C0331,2024-10-10,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00598,ORD01983,C0384,2024-10-11,3,Neutral,7,Lifestyle Goods,It works but could be better.
FB00549,ORD02365,C0182,2024-10-11,2,Dissatisfied,5,Lifestyle Goods,Product quality could be better.
FB00466,ORD01766,C0263,2024-10-12,2,Dissatisfied,5,Electronics,Customer service was slow to respond.
FB00128,ORD01436,C0005,2024-10-14,4,Satisfied,8,Electronics,Meets my needs perfectly.
FB00736,ORD00470,C0349,2024-10-14,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00393,ORD00424,C0369,2024-10-15,5,Very Satisfied,9,Lifestyle Goods,Best purchase I have made this year!
FB00850,ORD02111,C0486,2024-10-16,2,Dissatisfied,3,Electronics,Not what I expected from the description.
FB00420,ORD01527,C0494,2024-10-19,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00103,ORD02378,C0104,2024-10-20,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00943,ORD00944,C0407,2024-10-20,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00664,ORD00057,C0422,2024-10-21,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00467,ORD00331,C0090,2024-10-21,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00971,ORD02100,C0032,2024-10-21,3,Neutral,7,Home Appliances,"Average quality, expected more."
FB00881,ORD02377,C0109,2024-10-22,5,Very Satisfied,10,Electronics,Great value for money.
FB00373,ORD00198,C0059,2024-10-23,5,Very Satisfied,9,Home Appliances,Will definitely buy again.
FB00880,ORD02124,C0221,2024-10-24,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00547,ORD00363,C0208,2024-10-24,4,Satisfied,8,Home Appliances,"Product is fine, delivery was on time."
FB00783,ORD00428,C0395,2024-10-24,4,Satisfied,8,Home Appliances,"Product is fine, delivery was on time."
FB00425,ORD02461,C0364,2024-10-25,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00331,ORD00738,C0402,2024-10-25,1,Very Dissatisfied,2,Home Appliances,"Waste of money, would not recommend."
FB00455,ORD01671,C0192,2024-10-26,5,Very Satisfied,9,Electronics,Excellent product quality! Highly recommend.
FB00829,ORD01942,C0333,2024-10-29,4,Satisfied,7,Home Appliances,Happy with the quality.
FB00500,ORD00431,C0016,2024-10-29,5,Very Satisfied,9,Home Appliances,Best purchase I have made this year!
FB00874,ORD00804,C0499,2024-10-29,4,Satisfied,8,Home Appliances,Satisfied with the purchase.
FB00786,ORD01985,C0328,2024-10-29,5,Very Satisfied,9,Home Appliances,Excellent product quality! Highly recommend.
FB00849,ORD01343,C0141,2024-10-29,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00225,ORD01624,C0005,2024-10-30,2,Dissatisfied,4,Electronics,Not what I expected from the description.
FB00980,ORD01755,C0144,2024-10-31,1,Very Dissatisfied,3,Electronics,"Terrible experience, seeking refund."
FB00650,ORD00969,C0085,2024-11-01,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00270,ORD00916,C0385,2024-11-01,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00938,ORD00433,C0490,2024-11-02,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00988,ORD00068,C0051,2024-11-02,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00889,ORD01678,C0436,2024-11-03,2,Dissatisfied,5,Home Appliances,Customer service was slow to respond.
FB00733,ORD02497,C0339,2024-11-03,5,Very Satisfied,9,Electronics,Fast delivery and great customer service.
FB00078,ORD02267,C0192,2024-11-04,4,Satisfied,8,Electronics,Happy with the quality.
FB00484,ORD00103,C0267,2024-11-06,1,Very Dissatisfied,3,Electronics,Product arrived damaged.
FB00607,ORD01690,C0121,2024-11-06,2,Dissatisfied,4,Electronics,Not what I expected from the description.
FB00004,ORD01523,C0187,2024-11-07,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00683,ORD00697,C0484,2024-11-08,5,Very Satisfied,9,Lifestyle Goods,Product exceeded my expectations.
FB00519,ORD00492,C0401,2024-11-09,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00789,ORD00988,C0085,2024-11-10,5,Very Satisfied,9,Home Appliances,Great value for money.
FB00954,ORD00715,C0250,2024-11-10,1,Very Dissatisfied,2,Electronics,"Waste of money, would not recommend."
FB00357,ORD01357,C0153,2024-11-10,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00073,ORD00576,C0185,2024-11-11,3,Neutral,7,Lifestyle Goods,"Average quality, expected more."
FB00431,ORD01085,C0193,2024-11-12,4,Satisfied,8,Lifestyle Goods,"Good product, works as expected."
FB00755,ORD02213,C0185,2024-11-12,1,Very Dissatisfied,3,Lifestyle Goods,"Terrible experience, seeking refund."
FB00349,ORD02110,C0128,2024-11-12,4,Satisfied,8,Home Appliances,Meets my needs perfectly.
FB00239,ORD01525,C0114,2024-11-13,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00590,ORD00205,C0039,2024-11-13,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00240,ORD01589,C0025,2024-11-13,5,Very Satisfied,9,Lifestyle Goods,Great value for money.
FB00388,ORD01230,C0085,2024-11-13,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00418,ORD01242,C0321,2024-11-13,5,Very Satisfied,9,Home Appliances,Fast delivery and great customer service.
FB00764,ORD02212,C0139,2024-11-13,3,Neutral,7,Lifestyle Goods,No complaints but not impressed either.
FB00213,ORD01249,C0136,2024-11-14,4,Satisfied,7,Electronics,Satisfied with the purchase.
FB00166,ORD01611,C0155,2024-11-15,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00041,ORD01518,C0344,2024-11-15,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00583,ORD00327,C0322,2024-11-17,4,Satisfied,8,Electronics,"Product is fine, delivery was on time."
FB00752,ORD01372,C0449,2024-11-18,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00397,ORD01576,C0029,2024-11-20,4,Satisfied,7,Electronics,Satisfied with the purchase.
FB00504,ORD00707,C0025,2024-11-20,1,Very Dissatisfied,3,Lifestyle Goods,Does not work as advertised.
FB00760,ORD02183,C0212,2024-11-21,3,Neutral,5,Home Appliances,It works but could be better.
FB00571,ORD01438,C0267,2024-11-22,4,Satisfied,9,Electronics,Satisfied with the purchase.
FB00438,ORD02447,C0026,2024-11-23,2,Dissatisfied,3,Electronics,Had some issues with the product.
FB00112,ORD02344,C0146,2024-11-24,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00072,ORD02115,C0235,2024-11-25,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00295,ORD01208,C0328,2024-11-25,5,Very Satisfied,9,Lifestyle Goods,Product exceeded my expectations.
FB00944,ORD01794,C0333,2024-11-26,1,Very Dissatisfied,2,Home Appliances,Product arrived damaged.
FB00813,ORD00845,C0302,2024-11-27,1,Very Dissatisfied,2,Lifestyle Goods,"Waste of money, would not recommend."
FB00061,ORD00007,C0280,2024-11-29,4,Satisfied,8,Electronics,"Product is fine, delivery was on time."
FB00631,ORD01056,C0371,2024-12-01,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00969,ORD00881,C0362,2024-12-01,4,Satisfied,8,Lifestyle Goods,"Product is fine, delivery was on time."
FB00435,ORD01642,C0323,2024-12-01,5,Very Satisfied,10,Lifestyle Goods,Best purchase I have made this year!
FB00326,ORD01370,C0184,2024-12-02,3,Neutral,7,Home Appliances,Decent product for the price.
FB00726,ORD01463,C0161,2024-12-02,2,Dissatisfied,5,Home Appliances,Had some issues with the product.
FB00496,ORD00512,C0330,2024-12-03,2,Dissatisfied,4,Lifestyle Goods,Product quality could be better.
FB00224,ORD01940,C0494,2024-12-03,4,Satisfied,8,Home Appliances,Satisfied with the purchase.
FB00401,ORD01304,C0051,2024-12-04,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00690,ORD02396,C0162,2024-12-05,2,Dissatisfied,5,Home Appliances,Delivery was delayed.
FB00191,ORD00435,C0208,2024-12-06,4,Satisfied,9,Electronics,Satisfied with the purchase.
FB00578,ORD01591,C0161,2024-12-06,3,Neutral,6,Home Appliances,"Average quality, expected more."
FB00688,ORD01483,C0451,2024-12-06,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00773,ORD00367,C0401,2024-12-08,4,Satisfied,7,Home Appliances,Meets my needs perfectly.
FB00543,ORD00498,C0125,2024-12-09,5,Very Satisfied,10,Electronics,Great value for money.
FB00531,ORD01263,C0444,2024-12-10,4,Satisfied,8,Lifestyle Goods,"Good product, works as expected."
FB00050,ORD00019,C0399,2024-12-10,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00714,ORD00828,C0215,2024-12-11,5,Very Satisfied,9,Home Appliances,Will definitely buy again.
FB00914,ORD01885,C0477,2024-12-11,3,Neutral,6,Lifestyle Goods,"Average quality, expected more."
FB00838,ORD01296,C0206,2024-12-13,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00473,ORD01196,C0151,2024-12-13,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00781,ORD00513,C0136,2024-12-14,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00615,ORD00190,C0471,2024-12-15,2,Dissatisfied,5,Home Appliances,Product quality could be better.
FB00008,ORD00490,C0323,2024-12-15,2,Dissatisfied,3,Electronics,Customer service was slow to respond.
FB00675,ORD01994,C0473,2024-12-16,2,Dissatisfied,5,Home Appliances,Product quality could be better.
FB00203,ORD01981,C0277,2024-12-17,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00994,ORD01800,C0295,2024-12-18,2,Dissatisfied,5,Electronics,Product quality could be better.
FB00520,ORD01553,C0391,2024-12-19,3,Neutral,7,Electronics,Decent product for the price.
FB00414,ORD02136,C0422,2024-12-20,4,Satisfied,9,Electronics,Happy with the quality.
FB00187,ORD02197,C0412,2024-12-21,5,Very Satisfied,9,Electronics,Fast delivery and great customer service.
FB00778,ORD02452,C0359,2024-12-21,4,Satisfied,7,Home Appliances,Happy with the quality.
FB00912,ORD02057,C0275,2024-12-22,5,Very Satisfied,9,Lifestyle Goods,Product exceeded my expectations.
FB00490,ORD01559,C0281,2024-12-23,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00273,ORD01907,C0266,2024-12-24,2,Dissatisfied,3,Home Appliances,Customer service was slow to respond.
FB00367,ORD01878,C0427,2024-12-24,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00024,ORD02024,C0406,2024-12-25,2,Dissatisfied,4,Electronics,Had some issues with the product.
FB00222,ORD02310,C0231,2024-12-25,4,Satisfied,9,Lifestyle Goods,"Product is fine, delivery was on time."
FB00884,ORD02204,C0358,2024-12-26,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00512,ORD00971,C0387,2024-12-27,5,Very Satisfied,9,Electronics,Product exceeded my expectations.
FB00010,ORD00389,C0034,2024-12-28,3,Neutral,6,Home Appliances,It works but could be better.
FB00691,ORD00393,C0327,2024-12-29,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00807,ORD02450,C0306,2024-12-29,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00903,ORD02103,C0030,2024-12-30,1,Very Dissatisfied,1,Lifestyle Goods,"Terrible experience, seeking refund."
FB00292,ORD01821,C0204,2024-12-31,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00102,ORD00392,C0364,2024-12-31,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00492,ORD00938,C0165,2024-12-31,3,Neutral,6,Lifestyle Goods,It works but could be better.
FB00725,ORD00386,C0228,2025-01-01,4,Satisfied,7,Electronics,Satisfied with the purchase.
FB00599,ORD01853,C0036,2025-01-01,5,Very Satisfied,9,Lifestyle Goods,Great value for money.
FB00168,ORD02455,C0389,2025-01-02,5,Very Satisfied,10,Lifestyle Goods,Will definitely buy again.
FB00951,ORD02284,C0403,2025-01-02,5,Very Satisfied,10,Electronics,Product exceeded my expectations.
FB00809,ORD01040,C0071,2025-01-02,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00260,ORD00923,C0313,2025-01-03,3,Neutral,6,Lifestyle Goods,Decent product for the price.
FB00928,ORD01700,C0379,2025-01-03,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00479,ORD02312,C0197,2025-01-03,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00413,ORD00770,C0038,2025-01-06,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00582,ORD02305,C0459,2025-01-07,5,Very Satisfied,10,Electronics,Will definitely buy again.
FB00898,ORD00857,C0059,2025-01-07,1,Very Dissatisfied,3,Electronics,Very disappointed with the quality.
FB00409,ORD00284,C0434,2025-01-08,4,Satisfied,7,Home Appliances,Satisfied with the purchase.
FB00523,ORD01116,C0128,2025-01-08,5,Very Satisfied,9,Home Appliances,Best purchase I have made this year!
